DBN,School Name,Grade Level,Program Type,Number of Students,Number of Classes,Average Class Size,Minimum Class Size,Maximum Class Size
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,K,ICT,22,1,22,22,22
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,1,Gen Ed,44,2,22,21,23
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,2,Gen Ed,24,1,24,24,24
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,2,ICT,21,1,21,21,21
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,3,Gen Ed,20,1,20,20,20
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,3,ICT,27,1,27,27,27
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,4,Gen Ed,35,2,17.5,17,18
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,4,ICT,20,1,20,20,20
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,5,Gen Ed,25,1,25,25,25
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,5,ICT,21,1,21,21,21
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,6,Gen Ed,62,3,20.7,17,23
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,6,ICT,23,1,23,23,23
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,7,Gen Ed,44,2,22,21,23
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,7,ICT,43,2,21.5,20,23
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,8,Gen Ed,52,2,26,24,28
07X031,PS/MS 031 THE WILLIAM LLOYD GARRISON,8,ICT,46,2,23,18,28
07X043,PS 043 JONAS BRONCK,K,Gen Ed,23,1,23,23,23
07X043,PS 043 JONAS BRONCK,K,ICT,22,1,22,22,22
07X043,PS 043 JONAS BRONCK,1,Gen Ed,16,1,16,16,16
07X043,PS 043 JONAS BRONCK,1,ICT,18,1,18,18,18
07X043,PS 043 JONAS BRONCK,2,Gen Ed,20,1,20,20,20
07X043,PS 043 JONAS BRONCK,2,ICT,20,1,20,20,20
07X043,PS 043 JONAS BRONCK,3,Gen Ed,19,1,19,19,19
07X043,PS 043 JONAS BRONCK,3,ICT,21,1,21,21,21
07X043,PS 043 JONAS BRONCK,4,Gen Ed,21,1,21,21,21
07X043,PS 043 JONAS BRONCK,4,ICT,22,1,22,22,22
07X043,PS 043 JONAS BRONCK,5,Gen Ed,25,1,25,25,25
07X043,PS 043 JONAS BRONCK,5,ICT,23,1,23,23,23
07X049,PS 049 WILLIS AVENUE,K,Gen Ed,51,3,17,15,19
07X049,PS 049 WILLIS AVENUE,K,ICT,15,1,15,15,15
07X049,PS 049 WILLIS AVENUE,1,Gen Ed,54,3,18,15,21
07X049,PS 049 WILLIS AVENUE,1,ICT,18,1,18,18,18
07X049,PS 049 WILLIS AVENUE,2,Gen Ed,45,3,15,<15,19
07X049,PS 049 WILLIS AVENUE,2,ICT,19,1,19,19,19
07X049,PS 049 WILLIS AVENUE,3,Gen Ed,55,3,18.3,<15,22
07X049,PS 049 WILLIS AVENUE,3,ICT,20,1,20,20,20
07X049,PS 049 WILLIS AVENUE,4,Gen Ed,57,4,14.3,<15,16
07X049,PS 049 WILLIS AVENUE,4,ICT,18,1,18,18,18
07X049,PS 049 WILLIS AVENUE,5,Gen Ed,54,4,13.5,<15,15
07X049,PS 049 WILLIS AVENUE,5,ICT,17,1,17,17,17
07X065,PS 065 MOTHER HALE ACADEMY,K,Gen Ed,22,1,22,22,22
07X065,PS 065 MOTHER HALE ACADEMY,1,Gen Ed,14,1,14,<15,<15
07X065,PS 065 MOTHER HALE ACADEMY,1,ICT,13,1,13,<15,<15
07X065,PS 065 MOTHER HALE ACADEMY,2,Gen Ed,16,1,16,16,16
07X065,PS 065 MOTHER HALE ACADEMY,2,ICT,20,1,20,20,20
07X065,PS 065 MOTHER HALE ACADEMY,3,Gen Ed,16,1,16,16,16
07X065,PS 065 MOTHER HALE ACADEMY,3,ICT,16,1,16,16,16
